,qx,qy,qz,x,y,z
304,0.0013629419707863303,0.5349479472930129,0.0030759653561617715,168.01975890190198,0.8883317906799195,27.28629588715477
303,0.004448779445263471,0.4625027435167808,0.004315741515510112,2.0667297751199953,0.022907775472792467,10.796103181930668
306,1.7833143637566832e-08,1.5145384689726473e-05,1.8431990694101147e-05,0.04067339822788721,0.0015904475294402829,0.013692259663182178
321,3.468185402501453e-05,3.3142888830386484e-05,0.00010106008702737046,0.031071640253485404,0.03208016019580402,0.148109563860416
322,2.315855834271902e-09,7.356209268733667e-08,1.1028214479642443e-06,2.360134139391459e-06,2.0798858378668232e-07,2.0198382711267137e-06
319,2.248859313501485e-06,2.839621219405906e-07,5.234681133982191e-07,1.3067842242883718e-05,1.47325725883489e-05,8.407817432352614e-06
300,2.339261860951151e-06,3.319593846014588e-07,6.907166755469869e-06,0.0008468693413206327,0.04721203205875462,0.0028786122590677963
